,filenames,class label,objsDet
350,im_in_1312.png,"['person', 'bicycle']",1
351,im_in_1313.png,['person'],0
352,im_in_1314.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat', 'dog', 'horse', 'sheep', 'cow', 'elephant', 'bear', 'zebra', 'giraffe']",27
353,im_in_1315.png,['person'],0
354,im_in_1316.png,['person'],0
355,im_in_1317.png,['person'],0
356,im_in_1318.png,"['person', 'bicycle']",1
357,im_in_1319.png,[''],0
358,im_in_132.png,"['person', 'bicycle']",1
359,im_in_1320.png,[''],0
360,im_in_1321.png,"['person', 'bicycle']",1
361,im_in_1322.png,['person'],0
362,im_in_1323.png,[''],0
363,im_in_1324.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter']",16
364,im_in_1325.png,[''],0
365,im_in_1326.png,"['person', 'bicycle', 'car']",2
366,im_in_1327.png,[''],0
367,im_in_1328.png,"['person', 'bicycle']",1
368,im_in_1329.png,['person'],0
369,im_in_133.png,"['person', 'bicycle']",1
370,im_in_1330.png,['person'],0
371,im_in_1331.png,['person'],0
372,im_in_1332.png,['person'],0
373,im_in_1333.png,[''],0
374,im_in_1334.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat']",8
375,im_in_1335.png,"['person', 'bicycle']",1
376,im_in_1336.png,['person'],0
377,im_in_1337.png,['person'],0
378,im_in_1338.png,['person'],0
379,im_in_1339.png,"['person', 'bicycle', 'car']",2
380,im_in_134.png,[''],0
381,im_in_1340.png,"['person', 'bicycle', 'car', 'motorbike']",3
382,im_in_1341.png,"['person', 'bicycle', 'car']",2
383,im_in_1342.png,[''],0
384,im_in_1343.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane']",4
385,im_in_1344.png,[''],0
386,im_in_1345.png,['person'],0
387,im_in_1346.png,['person'],0
388,im_in_1347.png,['person'],0
389,im_in_1348.png,"['person', 'bicycle', 'car', 'motorbike']",3
390,im_in_1349.png,[''],0
391,im_in_135.png,['person'],0
392,im_in_1350.png,[''],0
393,im_in_1351.png,"['person', 'bicycle', 'car']",2
394,im_in_1352.png,['person'],0
395,im_in_1353.png,['person'],0
396,im_in_1354.png,['person'],0
397,im_in_1355.png,"['person', 'bicycle']",1
398,im_in_1356.png,[''],0
399,im_in_1357.png,['person'],0
400,im_in_1358.png,"['person', 'bicycle']",1
401,im_in_1359.png,[''],0
402,im_in_136.png,['person'],0
403,im_in_1360.png,['person'],0
404,im_in_1361.png,['person'],0
405,im_in_1362.png,['person'],0
406,im_in_1363.png,"['person', 'bicycle']",1
407,im_in_1364.png,['person'],0
408,im_in_1365.png,['person'],0
409,im_in_1366.png,['person'],0
410,im_in_1367.png,[''],0
411,im_in_1368.png,['person'],0
412,im_in_1369.png,['person'],0
413,im_in_137.png,['person'],0
414,im_in_1370.png,"['person', 'bicycle']",1
415,im_in_1371.png,['person'],0
416,im_in_1372.png,"['person', 'bicycle']",1
417,im_in_1373.png,['person'],0
418,im_in_1374.png,"['person', 'bicycle']",1
419,im_in_1375.png,['person'],0
420,im_in_1376.png,['person'],0
421,im_in_1377.png,['person'],0
422,im_in_1378.png,['person'],0
423,im_in_1379.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat']",19
424,im_in_138.png,['person'],0
425,im_in_1380.png,[''],0
426,im_in_1381.png,['person'],0
427,im_in_1382.png,['person'],0
428,im_in_1383.png,"['person', 'bicycle', 'car']",2
429,im_in_1384.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat', 'dog']",20
430,im_in_1385.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat', 'dog']",20
431,im_in_1386.png,['person'],0
432,im_in_1387.png,[''],0
433,im_in_1388.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat']",8
434,im_in_1389.png,[''],0
435,im_in_139.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat', 'dog', 'horse', 'sheep']",22
436,im_in_1390.png,[''],0
437,im_in_1391.png,"['person', 'bicycle']",1
438,im_in_1392.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light']",10
439,im_in_1393.png,['person'],0
440,im_in_1394.png,['person'],0
441,im_in_1395.png,"['person', 'bicycle']",1
442,im_in_1396.png,['person'],0
443,im_in_1397.png,[''],0
444,im_in_1398.png,['person'],0
445,im_in_1399.png,"['person', 'bicycle', 'car']",2
446,im_in_14.png,['person'],0
447,im_in_140.png,[''],0
448,im_in_1400.png,"['person', 'bicycle', 'car']",2
449,im_in_1401.png,"['person', 'bicycle', 'car']",2
450,im_in_1402.png,['person'],0
451,im_in_1403.png,['person'],0
452,im_in_1404.png,['person'],0
453,im_in_1405.png,['person'],0
454,im_in_1406.png,['person'],0
455,im_in_1407.png,"['person', 'bicycle', 'car', 'motorbike']",3
456,im_in_1408.png,[''],0
457,im_in_1409.png,['person'],0
458,im_in_141.png,[''],0
459,im_in_1410.png,[''],0
460,im_in_1411.png,['person'],0
461,im_in_1412.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus']",5
462,im_in_1413.png,['person'],0
463,im_in_1414.png,[''],0
464,im_in_1415.png,"['person', 'bicycle']",1
465,im_in_1416.png,[''],0
466,im_in_1417.png,['person'],0
467,im_in_1418.png,[''],0
468,im_in_1419.png,['person'],0
469,im_in_142.png,['person'],0
470,im_in_1420.png,[''],0
471,im_in_1421.png,[''],0
472,im_in_1422.png,[''],0
473,im_in_1423.png,['person'],0
474,im_in_1424.png,[''],0
475,im_in_1425.png,['person'],0
476,im_in_1426.png,[''],0
477,im_in_1427.png,['person'],0
478,im_in_1428.png,['person'],0
479,im_in_1429.png,['person'],0
480,im_in_143.png,[''],0
481,im_in_1430.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat']",8
482,im_in_1431.png,['person'],0
483,im_in_1432.png,"['person', 'bicycle']",1
484,im_in_1433.png,['person'],0
485,im_in_1434.png,['person'],0
486,im_in_1435.png,[''],0
487,im_in_1436.png,['person'],0
488,im_in_1437.png,[''],0
489,im_in_1438.png,['person'],0
490,im_in_1439.png,['person'],0
491,im_in_144.png,['person'],0
492,im_in_1440.png,[''],0
493,im_in_1441.png,[''],0
494,im_in_1442.png,[''],0
495,im_in_1443.png,[''],0
496,im_in_1444.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign']",14
497,im_in_1445.png,['person'],0
498,im_in_1446.png,['person'],0
499,im_in_1447.png,"['person', 'bicycle', 'car']",2
500,im_in_1448.png,[''],0
501,im_in_1449.png,[''],0
502,im_in_145.png,"['person', 'bicycle', 'car']",2
503,im_in_1450.png,['person'],0
504,im_in_1451.png,['person'],0
505,im_in_1452.png,"['person', 'bicycle']",1
506,im_in_1453.png,"['person', 'bicycle']",1
507,im_in_1454.png,"['person', 'bicycle', 'car', 'motorbike']",3
508,im_in_1455.png,"['person', 'bicycle']",1
509,im_in_1456.png,[''],0
510,im_in_1457.png,['person'],0
511,im_in_1458.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat']",8
512,im_in_1459.png,[''],0
513,im_in_146.png,[''],0
514,im_in_1460.png,[''],0
515,im_in_1461.png,['person'],0
516,im_in_1462.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane']",4
517,im_in_1463.png,['person'],0
518,im_in_1464.png,['person'],0
519,im_in_1465.png,[''],0
520,im_in_1466.png,[''],0
521,im_in_1467.png,"['person', 'bicycle']",1
522,im_in_1468.png,"['person', 'bicycle']",1
523,im_in_1469.png,['person'],0
524,im_in_147.png,['person'],0
525,im_in_1470.png,"['person', 'bicycle']",1
526,im_in_1471.png,[''],0
527,im_in_1472.png,['person'],0
528,im_in_1473.png,"['person', 'bicycle']",1
529,im_in_1474.png,[''],0
530,im_in_1475.png,['person'],0
531,im_in_1476.png,['person'],0
532,im_in_1477.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat']",8
533,im_in_1478.png,"['person', 'bicycle', 'car', 'motorbike']",3
534,im_in_1479.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light']",10
535,im_in_148.png,['person'],0
536,im_in_1480.png,[''],0
537,im_in_1481.png,"['person', 'bicycle', 'car']",2
538,im_in_1482.png,['person'],0
539,im_in_1483.png,['person'],0
540,im_in_1484.png,['person'],0
541,im_in_1485.png,"['person', 'bicycle']",1
542,im_in_1486.png,['person'],0
543,im_in_1487.png,['person'],0
544,im_in_1488.png,[''],0
545,im_in_1489.png,"['person', 'bicycle']",1
546,im_in_149.png,[''],0
547,im_in_1490.png,[''],0
548,im_in_1491.png,['person'],0
549,im_in_1492.png,['person'],0
550,im_in_1493.png,[''],0
551,im_in_1494.png,['person'],0
552,im_in_1495.png,[''],0
553,im_in_1496.png,[''],0
554,im_in_1497.png,"['person', 'bicycle']",1
555,im_in_1498.png,[''],0
556,im_in_1499.png,[''],0
557,im_in_15.png,['person'],0
558,im_in_150.png,[''],0
559,im_in_1500.png,['person'],0
560,im_in_1501.png,['person'],0
561,im_in_1502.png,[''],0
562,im_in_1503.png,[''],0
563,im_in_1504.png,[''],0
564,im_in_1505.png,['person'],0
565,im_in_1506.png,[''],0
566,im_in_1507.png,['person'],0
567,im_in_1508.png,['person'],0
568,im_in_1509.png,[''],0
569,im_in_151.png,['person'],0
570,im_in_1510.png,[''],0
571,im_in_1511.png,[''],0
572,im_in_1512.png,['person'],0
573,im_in_1513.png,['person'],0
574,im_in_1514.png,[''],0
575,im_in_1515.png,['person'],0
576,im_in_1516.png,[''],0
577,im_in_1517.png,[''],0
578,im_in_1518.png,"['person', 'bicycle', 'car']",2
579,im_in_1519.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat']",19
580,im_in_152.png,"['person', 'bicycle', 'car', 'motorbike']",3
581,im_in_1520.png,"['person', 'bicycle']",1
582,im_in_1521.png,"['person', 'bicycle']",1
583,im_in_1522.png,[''],0
584,im_in_1523.png,['person'],0
585,im_in_1524.png,"['person', 'bicycle', 'car']",2
586,im_in_1525.png,['person'],0
587,im_in_1526.png,"['person', 'bicycle', 'car']",2
588,im_in_1527.png,['person'],0
589,im_in_1528.png,['person'],0
590,im_in_1529.png,['person'],0
591,im_in_153.png,['person'],0
592,im_in_1530.png,['person'],0
593,im_in_1531.png,['person'],0
594,im_in_1532.png,[''],0
595,im_in_1533.png,[''],0
596,im_in_1534.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck']",7
597,im_in_1535.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus']",5
598,im_in_1536.png,['person'],0
599,im_in_1537.png,[''],0
600,im_in_1538.png,"['person', 'bicycle', 'car']",2
601,im_in_1539.png,[''],0
602,im_in_154.png,['person'],0
603,im_in_1540.png,[''],0
604,im_in_1541.png,['person'],0
605,im_in_1542.png,"['person', 'bicycle']",1
606,im_in_1543.png,"['person', 'bicycle']",1
607,im_in_1544.png,['person'],0
608,im_in_1545.png,['person'],0
609,im_in_1546.png,['person'],0
610,im_in_1547.png,['person'],0
611,im_in_1548.png,"['person', 'bicycle']",1
612,im_in_1549.png,['person'],0
613,im_in_155.png,[''],0
614,im_in_1550.png,['person'],0
615,im_in_1551.png,['person'],0
616,im_in_1552.png,"['person', 'bicycle']",1
617,im_in_1553.png,['person'],0
618,im_in_1554.png,['person'],0
619,im_in_1555.png,['person'],0
620,im_in_1556.png,"['person', 'bicycle']",1
621,im_in_1557.png,"['person', 'bicycle']",1
622,im_in_1558.png,[''],0
623,im_in_1559.png,"['person', 'bicycle', 'car', 'motorbike']",3
624,im_in_156.png,"['person', 'bicycle', 'car']",2
625,im_in_1560.png,[''],0
626,im_in_1561.png,['person'],0
627,im_in_1562.png,['person'],0
628,im_in_1563.png,['person'],0
629,im_in_1564.png,"['person', 'bicycle']",1
